new_label,source,original_label,original_name
714,cortical,714,7Networks_RH_DorsAttn_Post_30
715,cortical,715,7Networks_RH_DorsAttn_Post_31
716,cortical,716,7Networks_RH_DorsAttn_Post_32
717,cortical,717,7Networks_RH_DorsAttn_Post_33
718,cortical,718,7Networks_RH_DorsAttn_Post_34
719,cortical,719,7Networks_RH_DorsAttn_Post_35
720,cortical,720,7Networks_RH_DorsAttn_Post_36
721,cortical,721,7Networks_RH_DorsAttn_Post_37
722,cortical,722,7Networks_RH_DorsAttn_Post_38
723,cortical,723,7Networks_RH_DorsAttn_Post_39
724,cortical,724,7Networks_RH_DorsAttn_Post_40
725,cortical,725,7Networks_RH_DorsAttn_Post_41
726,cortical,726,7Networks_RH_DorsAttn_Post_42
727,cortical,727,7Networks_RH_DorsAttn_Post_43
728,cortical,728,7Networks_RH_DorsAttn_Post_44
729,cortical,729,7Networks_RH_DorsAttn_Post_45
730,cortical,730,7Networks_RH_DorsAttn_Post_46
731,cortical,731,7Networks_RH_DorsAttn_Post_47
732,cortical,732,7Networks_RH_DorsAttn_Post_48
733,cortical,733,7Networks_RH_DorsAttn_Post_49
734,cortical,734,7Networks_RH_DorsAttn_Post_50
735,cortical,735,7Networks_RH_DorsAttn_Post_51
736,cortical,736,7Networks_RH_DorsAttn_Post_52
737,cortical,737,7Networks_RH_DorsAttn_FEF_1
738,cortical,738,7Networks_RH_DorsAttn_FEF_2
739,cortical,739,7Networks_RH_DorsAttn_FEF_3
740,cortical,740,7Networks_RH_DorsAttn_FEF_4
741,cortical,741,7Networks_RH_DorsAttn_FEF_5
742,cortical,742,7Networks_RH_DorsAttn_FEF_6
743,cortical,743,7Networks_RH_DorsAttn_PrCv_1
744,cortical,744,7Networks_RH_DorsAttn_PrCv_2
745,cortical,745,7Networks_RH_DorsAttn_PrCv_3
746,cortical,746,7Networks_RH_SalVentAttn_TempOccPar_1
747,cortical,747,7Networks_RH_SalVentAttn_TempOccPar_2
748,cortical,748,7Networks_RH_SalVentAttn_TempOccPar_3
749,cortical,749,7Networks_RH_SalVentAttn_TempOccPar_4
750,cortical,750,7Networks_RH_SalVentAttn_TempOccPar_5
751,cortical,751,7Networks_RH_SalVentAttn_TempOccPar_6
752,cortical,752,7Networks_RH_SalVentAttn_TempOccPar_7
753,cortical,753,7Networks_RH_SalVentAttn_TempOccPar_8
754,cortical,754,7Networks_RH_SalVentAttn_TempOccPar_9
755,cortical,755,7Networks_RH_SalVentAttn_TempOccPar_10
756,cortical,756,7Networks_RH_SalVentAttn_TempOccPar_11
757,cortical,757,7Networks_RH_SalVentAttn_TempOccPar_12
758,cortical,758,7Networks_RH_SalVentAttn_TempOccPar_13
759,cortical,759,7Networks_RH_SalVentAttn_TempOccPar_14
760,cortical,760,7Networks_RH_SalVentAttn_TempOccPar_15
761,cortical,761,7Networks_RH_SalVentAttn_TempOccPar_16
762,cortical,762,7Networks_RH_SalVentAttn_TempOccPar_17
763,cortical,763,7Networks_RH_SalVentAttn_TempOccPar_18
764,cortical,764,7Networks_RH_SalVentAttn_PrC_1
765,cortical,765,7Networks_RH_SalVentAttn_PrC_2
766,cortical,766,7Networks_RH_SalVentAttn_FrOperIns_1
767,cortical,767,7Networks_RH_SalVentAttn_FrOperIns_2
768,cortical,768,7Networks_RH_SalVentAttn_FrOperIns_3
769,cortical,769,7Networks_RH_SalVentAttn_FrOperIns_4
770,cortical,770,7Networks_RH_SalVentAttn_FrOperIns_5
771,cortical,771,7Networks_RH_SalVentAttn_FrOperIns_6
772,cortical,772,7Networks_RH_SalVentAttn_FrOperIns_7
773,cortical,773,7Networks_RH_SalVentAttn_FrOperIns_8
774,cortical,774,7Networks_RH_SalVentAttn_FrOperIns_9
775,cortical,775,7Networks_RH_SalVentAttn_FrOperIns_10
776,cortical,776,7Networks_RH_SalVentAttn_FrOperIns_11
777,cortical,777,7Networks_RH_SalVentAttn_FrOperIns_12
778,cortical,778,7Networks_RH_SalVentAttn_FrOperIns_13
779,cortical,779,7Networks_RH_SalVentAttn_FrOperIns_14
780,cortical,780,7Networks_RH_SalVentAttn_FrOperIns_15
781,cortical,781,7Networks_RH_SalVentAttn_FrOperIns_16
782,cortical,782,7Networks_RH_SalVentAttn_FrOperIns_17
783,cortical,783,7Networks_RH_SalVentAttn_FrOperIns_18
784,cortical,784,7Networks_RH_SalVentAttn_FrOperIns_19
785,cortical,785,7Networks_RH_SalVentAttn_FrOperIns_20
786,cortical,786,7Networks_RH_SalVentAttn_FrOperIns_21
787,cortical,787,7Networks_RH_SalVentAttn_FrOperIns_22
788,cortical,788,7Networks_RH_SalVentAttn_FrOperIns_23
789,cortical,789,7Networks_RH_SalVentAttn_FrOperIns_24
790,cortical,790,7Networks_RH_SalVentAttn_PFCl_1
791,cortical,791,7Networks_RH_SalVentAttn_PFCl_2
792,cortical,792,7Networks_RH_SalVentAttn_Med_1
793,cortical,793,7Networks_RH_SalVentAttn_Med_2
794,cortical,794,7Networks_RH_SalVentAttn_Med_3
795,cortical,795,7Networks_RH_SalVentAttn_Med_4
796,cortical,796,7Networks_RH_SalVentAttn_Med_5
797,cortical,797,7Networks_RH_SalVentAttn_Med_6
798,cortical,798,7Networks_RH_SalVentAttn_Med_7
799,cortical,799,7Networks_RH_SalVentAttn_Med_8
800,cortical,800,7Networks_RH_SalVentAttn_Med_9
801,cortical,801,7Networks_RH_SalVentAttn_Med_10
802,cortical,802,7Networks_RH_SalVentAttn_Med_11
803,cortical,803,7Networks_RH_SalVentAttn_Med_12
804,cortical,804,7Networks_RH_SalVentAttn_Med_13
805,cortical,805,7Networks_RH_SalVentAttn_Med_14
806,cortical,806,7Networks_RH_SalVentAttn_Med_15
807,cortical,807,7Networks_RH_SalVentAttn_Med_16
808,cortical,808,7Networks_RH_SalVentAttn_Med_17
809,cortical,809,7Networks_RH_SalVentAttn_Med_18
810,cortical,810,7Networks_RH_SalVentAttn_Med_19
811,cortical,811,7Networks_RH_SalVentAttn_Med_20
812,cortical,812,7Networks_RH_Limbic_OFC_1
813,cortical,813,7Networks_RH_Limbic_OFC_2
814,cortical,814,7Networks_RH_Limbic_OFC_3
815,cortical,815,7Networks_RH_Limbic_OFC_4
816,cortical,816,7Networks_RH_Limbic_OFC_5
817,cortical,817,7Networks_RH_Limbic_OFC_6
818,cortical,818,7Networks_RH_Limbic_OFC_7
819,cortical,819,7Networks_RH_Limbic_OFC_8
820,cortical,820,7Networks_RH_Limbic_OFC_9
821,cortical,821,7Networks_RH_Limbic_OFC_10
822,cortical,822,7Networks_RH_Limbic_OFC_11
823,cortical,823,7Networks_RH_Limbic_OFC_12
824,cortical,824,7Networks_RH_Limbic_OFC_13
825,cortical,825,7Networks_RH_Limbic_OFC_14
826,cortical,826,7Networks_RH_Limbic_TempPole_1
827,cortical,827,7Networks_RH_Limbic_TempPole_2
828,cortical,828,7Networks_RH_Limbic_TempPole_3
829,cortical,829,7Networks_RH_Limbic_TempPole_4
830,cortical,830,7Networks_RH_Limbic_TempPole_5
831,cortical,831,7Networks_RH_Limbic_TempPole_6
832,cortical,832,7Networks_RH_Limbic_TempPole_7
833,cortical,833,7Networks_RH_Limbic_TempPole_8
834,cortical,834,7Networks_RH_Limbic_TempPole_9
835,cortical,835,7Networks_RH_Limbic_TempPole_10
836,cortical,836,7Networks_RH_Limbic_TempPole_11
837,cortical,837,7Networks_RH_Limbic_TempPole_12
838,cortical,838,7Networks_RH_Limbic_TempPole_13
839,cortical,839,7Networks_RH_Limbic_TempPole_14
840,cortical,840,7Networks_RH_Limbic_TempPole_15
841,cortical,841,7Networks_RH_Limbic_TempPole_16
842,cortical,842,7Networks_RH_Limbic_TempPole_17
843,cortical,843,7Networks_RH_Cont_Par_1
844,cortical,844,7Networks_RH_Cont_Par_2
845,cortical,845,7Networks_RH_Cont_Par_3
846,cortical,846,7Networks_RH_Cont_Par_4
847,cortical,847,7Networks_RH_Cont_Par_5
848,cortical,848,7Networks_RH_Cont_Par_6
849,cortical,849,7Networks_RH_Cont_Par_7
850,cortical,850,7Networks_RH_Cont_Par_8
851,cortical,851,7Networks_RH_Cont_Par_9
852,cortical,852,7Networks_RH_Cont_Par_10
853,cortical,853,7Networks_RH_Cont_Par_11
854,cortical,854,7Networks_RH_Cont_Par_12
855,cortical,855,7Networks_RH_Cont_Par_13
856,cortical,856,7Networks_RH_Cont_Par_14
857,cortical,857,7Networks_RH_Cont_Par_15
858,cortical,858,7Networks_RH_Cont_Par_16
859,cortical,859,7Networks_RH_Cont_Par_17
860,cortical,860,7Networks_RH_Cont_Temp_1
861,cortical,861,7Networks_RH_Cont_Temp_2
862,cortical,862,7Networks_RH_Cont_Temp_3
863,cortical,863,7Networks_RH_Cont_Temp_4
864,cortical,864,7Networks_RH_Cont_PFCv_1
865,cortical,865,7Networks_RH_Cont_PFCv_2
866,cortical,866,7Networks_RH_Cont_PFCl_1
867,cortical,867,7Networks_RH_Cont_PFCl_2
868,cortical,868,7Networks_RH_Cont_PFCl_3
869,cortical,869,7Networks_RH_Cont_PFCl_4
870,cortical,870,7Networks_RH_Cont_PFCl_5
871,cortical,871,7Networks_RH_Cont_PFCl_6
872,cortical,872,7Networks_RH_Cont_PFCl_7
873,cortical,873,7Networks_RH_Cont_PFCl_8
874,cortical,874,7Networks_RH_Cont_PFCl_9
875,cortical,875,7Networks_RH_Cont_PFCl_10
876,cortical,876,7Networks_RH_Cont_PFCl_11
877,cortical,877,7Networks_RH_Cont_PFCl_12
878,cortical,878,7Networks_RH_Cont_PFCl_13
879,cortical,879,7Networks_RH_Cont_PFCl_14
880,cortical,880,7Networks_RH_Cont_PFCl_15
881,cortical,881,7Networks_RH_Cont_PFCl_16
882,cortical,882,7Networks_RH_Cont_PFCl_17
883,cortical,883,7Networks_RH_Cont_PFCl_18
884,cortical,884,7Networks_RH_Cont_PFCl_19
885,cortical,885,7Networks_RH_Cont_PFCl_20
886,cortical,886,7Networks_RH_Cont_PFCl_21
887,cortical,887,7Networks_RH_Cont_PFCl_22
888,cortical,888,7Networks_RH_Cont_PFCl_23
889,cortical,889,7Networks_RH_Cont_PFCl_24
890,cortical,890,7Networks_RH_Cont_PFCl_25
891,cortical,891,7Networks_RH_Cont_PFCl_26
892,cortical,892,7Networks_RH_Cont_PFCl_27
893,cortical,893,7Networks_RH_Cont_PFCl_28
894,cortical,894,7Networks_RH_Cont_PFCl_29
895,cortical,895,7Networks_RH_Cont_PFCl_30
896,cortical,896,7Networks_RH_Cont_PFCl_31
897,cortical,897,7Networks_RH_Cont_PFCl_32
898,cortical,898,7Networks_RH_Cont_PFCl_33
899,cortical,899,7Networks_RH_Cont_PFCl_34
900,cortical,900,7Networks_RH_Cont_pCun_1
901,cortical,901,7Networks_RH_Cont_pCun_3
902,cortical,902,7Networks_RH_Cont_pCun_5
903,cortical,903,7Networks_RH_Cont_Cing_1
904,cortical,904,7Networks_RH_Cont_Cing_2
905,cortical,905,7Networks_RH_Cont_Cing_3
906,cortical,906,7Networks_RH_Cont_Cing_4
907,cortical,907,7Networks_RH_Cont_Cing_5
908,cortical,908,7Networks_RH_Cont_PFCmp_1
909,cortical,909,7Networks_RH_Cont_PFCmp_2
910,cortical,910,7Networks_RH_Cont_PFCmp_3
911,cortical,911,7Networks_RH_Cont_PFCmp_4
912,cortical,912,7Networks_RH_Cont_PFCmp_5
913,cortical,913,7Networks_RH_Default_Par_1
914,cortical,914,7Networks_RH_Default_Par_2
915,cortical,915,7Networks_RH_Default_Par_3
916,cortical,916,7Networks_RH_Default_Par_4
917,cortical,917,7Networks_RH_Default_Par_5
918,cortical,918,7Networks_RH_Default_Par_6
919,cortical,919,7Networks_RH_Default_Par_7
920,cortical,920,7Networks_RH_Default_Par_8
921,cortical,921,7Networks_RH_Default_Par_9
922,cortical,922,7Networks_RH_Default_Par_10
923,cortical,923,7Networks_RH_Default_Par_11
924,cortical,924,7Networks_RH_Default_Par_12
925,cortical,925,7Networks_RH_Default_Par_13
926,cortical,926,7Networks_RH_Default_Par_14
927,cortical,927,7Networks_RH_Default_Par_15
928,cortical,928,7Networks_RH_Default_Par_16
929,cortical,929,7Networks_RH_Default_Temp_1
930,cortical,930,7Networks_RH_Default_Temp_2
931,cortical,931,7Networks_RH_Default_Temp_3
932,cortical,932,7Networks_RH_Default_Temp_4
933,cortical,933,7Networks_RH_Default_Temp_5
934,cortical,934,7Networks_RH_Default_Temp_6
935,cortical,935,7Networks_RH_Default_Temp_7
936,cortical,936,7Networks_RH_Default_Temp_8
937,cortical,937,7Networks_RH_Default_Temp_9
938,cortical,938,7Networks_RH_Default_Temp_10
939,cortical,939,7Networks_RH_Default_Temp_11
940,cortical,940,7Networks_RH_Default_Temp_12
941,cortical,941,7Networks_RH_Default_Temp_13
942,cortical,942,7Networks_RH_Default_Temp_14
943,cortical,943,7Networks_RH_Default_Temp_15
944,cortical,944,7Networks_RH_Default_Temp_16
945,cortical,945,7Networks_RH_Default_Temp_17
946,cortical,946,7Networks_RH_Default_Temp_18
947,cortical,947,7Networks_RH_Default_PFCv_1
948,cortical,948,7Networks_RH_Default_PFCv_2
949,cortical,949,7Networks_RH_Default_PFCv_3
950,cortical,950,7Networks_RH_Default_PFCv_4
951,cortical,951,7Networks_RH_Default_PFCv_5
952,cortical,952,7Networks_RH_Default_PFCv_6
953,cortical,953,7Networks_RH_Default_PFCv_7
954,cortical,954,7Networks_RH_Default_PFCv_8
955,cortical,955,7Networks_RH_Default_PFCv_9
956,cortical,956,7Networks_RH_Default_PFCv_10
957,cortical,957,7Networks_RH_Default_PFCdPFCm_1
958,cortical,958,7Networks_RH_Default_PFCdPFCm_2
959,cortical,959,7Networks_RH_Default_PFCdPFCm_3
960,cortical,960,7Networks_RH_Default_PFCdPFCm_4
961,cortical,961,7Networks_RH_Default_PFCdPFCm_5
962,cortical,962,7Networks_RH_Default_PFCdPFCm_6
963,cortical,963,7Networks_RH_Default_PFCdPFCm_7
964,cortical,964,7Networks_RH_Default_PFCdPFCm_8
965,cortical,965,7Networks_RH_Default_PFCdPFCm_9
966,cortical,966,7Networks_RH_Default_PFCdPFCm_10
967,cortical,967,7Networks_RH_Default_PFCdPFCm_11
968,cortical,968,7Networks_RH_Default_PFCdPFCm_12
969,cortical,969,7Networks_RH_Default_PFCdPFCm_13
970,cortical,970,7Networks_RH_Default_PFCdPFCm_14
971,cortical,971,7Networks_RH_Default_PFCdPFCm_15
972,cortical,972,7Networks_RH_Default_PFCdPFCm_16
973,cortical,973,7Networks_RH_Default_PFCdPFCm_17
974,cortical,974,7Networks_RH_Default_PFCdPFCm_18
975,cortical,975,7Networks_RH_Default_PFCdPFCm_19
976,cortical,976,7Networks_RH_Default_PFCdPFCm_20
977,cortical,977,7Networks_RH_Default_PFCdPFCm_21
978,cortical,978,7Networks_RH_Default_PFCdPFCm_22
979,cortical,979,7Networks_RH_Default_PFCdPFCm_23
980,cortical,980,7Networks_RH_Default_PFCdPFCm_24
981,cortical,981,7Networks_RH_Default_pCunPCC_1
982,cortical,982,7Networks_RH_Default_pCunPCC_2
983,cortical,983,7Networks_RH_Default_pCunPCC_3
984,cortical,984,7Networks_RH_Default_pCunPCC_4
985,cortical,985,7Networks_RH_Default_pCunPCC_5
986,cortical,986,7Networks_RH_Default_pCunPCC_6
987,cortical,987,7Networks_RH_Default_pCunPCC_7
988,cortical,988,7Networks_RH_Default_pCunPCC_8
989,cortical,989,7Networks_RH_Default_pCunPCC_9
990,cortical,990,7Networks_RH_Default_pCunPCC_10
991,cortical,991,7Networks_RH_Default_pCunPCC_11
992,cortical,992,7Networks_RH_Default_pCunPCC_12
993,cortical,993,7Networks_RH_Default_pCunPCC_13
994,cortical,994,7Networks_RH_Default_pCunPCC_14
995,cortical,995,7Networks_RH_Default_pCunPCC_15
996,cortical,996,7Networks_RH_Default_pCunPCC_16
997,cortical,997,7Networks_RH_Default_pCunPCC_17
998,cortical,998,7Networks_RH_Default_pCunPCC_18
999,cortical,999,7Networks_RH_Cont_pCun_2
1000,cortical,1000,7Networks_RH_Cont_pCun_4
1001,subcortical,1,HIP-head-m1-rh
1002,subcortical,2,HIP-head-m2-rh
1003,subcortical,3,THA-VAip-rh
1004,subcortical,4,THA-VAia-rh
1005,subcortical,5,HIP-head-l-rh
1006,subcortical,6,HIP-body-rh
1007,subcortical,7,HIP-tail-rh
1008,subcortical,8,THA-VPm-rh
1009,subcortical,9,THA-VPl-rh
1010,subcortical,10,THA-VAs-rh
1011,subcortical,11,THA-DAm-rh
1012,subcortical,12,THA-DAl-rh
1013,subcortical,13,PUT-VA-rh
1014,subcortical,14,PUT-DA-rh
1015,subcortical,15,PUT-VP-rh
1016,subcortical,16,PUT-DP-rh
1017,subcortical,17,CAU-VA-rh
1018,subcortical,18,CAU-DA-rh
1019,subcortical,19,CAU-body-rh
1020,subcortical,20,CAU-tail-rh
1021,subcortical,21,lAMY-rh
1022,subcortical,22,mAMY-rh
1023,subcortical,23,THA-DP-rh
1024,subcortical,24,NAc-shell-rh
1025,subcortical,25,NAc-core-rh
1026,subcortical,26,pGP-rh
1027,subcortical,27,aGP-rh
1028,subcortical,28,HIP-head-m1-lh
1029,subcortical,29,HIP-head-m2-lh
1030,subcortical,30,THA-VAip-lh
1031,subcortical,31,THA-VAia-lh
1032,subcortical,32,HIP-head-l-lh
1033,subcortical,33,HIP-body-lh
1034,subcortical,34,HIP-tail-lh
1035,subcortical,35,THA-VPm-lh
1036,subcortical,36,THA-VPl-lh
1037,subcortical,37,THA-VAs-lh
1038,subcortical,38,THA-DAm-lh
1039,subcortical,39,THA-DAl-lh
1040,subcortical,40,PUT-VA-lh
1041,subcortical,41,PUT-DA-lh
1042,subcortical,42,PUT-VP-lh
1043,subcortical,43,PUT-DP-lh
1044,subcortical,44,CAU-VA-lh
1045,subcortical,45,CAU-DA-lh
1046,subcortical,46,CAU-body-lh
1047,subcortical,47,CAU-tail-lh
1048,subcortical,48,lAMY-lh
1049,subcortical,49,mAMY-lh
1050,subcortical,50,THA-DP-lh
1051,subcortical,51,NAc-shell-lh
1052,subcortical,52,NAc-core-lh
1053,subcortical,53,pGP-lh
1054,subcortical,54,aGP-lh
